M1|Diagnóstico|M1-V57|Una presión principal y un CTA dominante|La evaluación detecta múltiples señales|Seleccionar una presión principal única y una acción dominante; el resto queda secundario.|Regla documental transversal|M1-RN-ONB-011 / 012|3361:2744
M1|Retoma|M1-V58|Pausa antes de carga|Usuario posterga en bienvenida o foco|Conservar estado aplicable y retomar desde el punto de mayor valor pendiente.|Documentado / UI parcial|M1-RN-ONB-014|3361:2744
M1|Retoma|M1-V59|Pausa después de carga parcial|Usuario sale con carga procesada o parcial|Conservar evidencia ya cargada; no reiniciar desde cero.|Documentado|M1-RN-ONB-014|3361:2744
M1|Retoma|M1-V60|Salida durante análisis|Usuario sale mientras el procesamiento continúa|Permitir salir sin perder avance y retomar análisis o resultado.|Confirmado regla; UI parcial|M1-RN-ONB-013 / 014|6670:13533
M2|Perfil Financiero|M2-V01|Caso A – Sin onboarding y sin base suficiente|No hay información mínima para lectura útil|Mostrar empty o valor parcial; Salud de Deuda = Sin datos suficientes; CTA Comenzar onboarding.|Confirmado Doc + Figma|M2-RN-005 / 007 · PF-SD-002|4340:10526
M2|Perfil Financiero|M2-V02|Caso B – Sin onboarding, con información parcial|Existe información parcial pero la base documental no alcanza para lectura completa|Mostrar valor disponible y recomendación de mejorar precisión; Salud de Deuda puede quedar limitada.|Confirmado Doc + Figma conceptual|M2-RN-002 / 003 / 004 / 007|4340:10066
M2|Perfil Financiero|M2-V03|Caso C – Onboarding incompleto con base pendiente|Hay avance útil pero falta base documental|Mostrar banner o modal contextual; la deuda no desplaza el CTA si la base es insuficiente.|Confirmado Doc + Figma|M2-RN-007 / 008|4340:10184
M2|Perfil Financiero|M2-V04|Caso D – Perfil suficientemente completo|Existe base suficiente|Mostrar resumen con ingreso, compromisos, recurrentes, movimientos sin categorizar, mecanismos, completitud y Salud de Deuda.|Confirmado Doc + Figma|M2-RN-001 / 004 / 006 · PF-SD-001|4340:10299
M2|Mi Perfil|M2-V05|Abrir menú de avatar|Usuario toca avatar o perfil|Mostrar opciones Mi Perfil y Cerrar Sesión.|Figma solamente / formalizar regla|Pendiente formalizar RN – menú avatar|3395:4743
M2|Mi Perfil|M2-V06|Ingresar a Mi Perfil|Usuario selecciona Mi Perfil|Abrir superficie Mi perfil.|Figma solamente|Pendiente formalizar RN – navegación Mi Perfil|3395:4637
M2|Mi Perfil|M2-V07|Cerrar sesión|Usuario selecciona Cerrar Sesión|Cerrar sesión conforme política; confirmar si existe modal previo.|Figma solamente / validar comportamiento|Pendiente formalizar RN – cierre de sesión|3395:4743
M2|Mi Perfil|M2-V08|Acceder a Mis Datos|Usuario selecciona Mis Datos|Abrir pantalla Mis datos.|Figma solamente|Pendiente formalizar RN – navegación Mis Datos|3395:4654
M2|Mi Perfil|M2-V09|Acceder a Mi Perfil Financiero|Usuario selecciona Mi perfil financiero|Abrir Perfil Financiero.|Confirmado por navegación + documento|M2-RN-001|3395:4664
M2|Mi Perfil|M2-V10|Acceder a Mi Foco del Mes|Usuario selecciona Mi foco del mes|Abrir selección o estado de Foco del Mes.|Confirmado Doc + Figma|RB-FM-001 / 003 / 010|3395:4673
M2|Mi Perfil|M2-V11|Acceder a Mi Suscripción|Usuario selecciona Mi suscripción|Abrir flujo de suscripción.|Figma solamente / formalizar reglas|Pendiente formalizar RN – Suscripción|3395:4682
M2|Mi Perfil|M2-V12|Acceder a Configurar mis avisos|Usuario selecciona Configurar mis avisos|Abrir configuración cuando esté disponible.|Figma / funcionalidad incompleta|Pendiente formalizar RN – Configurar avisos|3395:4693
M2|Mi Perfil|M2-V13|Acceder a Actualizar contraseña|Usuario selecciona Actualizar mi contraseña|Abrir formulario de cambio de contraseña.|Figma solamente / formalizar reglas|Pendiente formalizar RN – Actualizar contraseña|3395:4702
M2|Mi Perfil|M2-V14|Activar o desactivar modo oscuro|Usuario cambia el toggle Modo oscuro|Cambiar apariencia conforme capacidad definida; la persistencia debe confirmarse.|Figma solamente / validar alcance|Pendiente formalizar RN – Modo oscuro|3395:4714
M2|Mis Datos|M2-V15|Consultar datos personales|Usuario entra a Mis datos|Mostrar datos personales y de contacto, y la sección Seguridad.|Figma solamente / formalizar alcance|Pendiente formalizar RN – Mis Datos|3395:4515
M2|Mis Datos|M2-V16|Nombre visible|El perfil posee nombre|Mostrar nombre como dato de perfil según la versión vigente.|Figma / confirmar versión vigente|Pendiente formalizar RN – Nombre|3584:2508
M2|Mis Datos|M2-V17|RUT visible|El perfil posee RUT|Mostrar RUT; confirmar si es sólo lectura.|Figma / decisión Producto|Pendiente formalizar RN – RUT|3584:2546
M2|Mis Datos|M2-V18|Editar alias|Usuario modifica alias|Permitir modificación y persistencia si el campo es editable.|Figma / formalizar validación|Pendiente formalizar RN – Alias|3584:2550
M2|Mis Datos|M2-V19|Editar correo electrónico|Usuario modifica correo|Permitir o derivar a mecanismo de cambio seguro; la regla de reverificación debe definirse.|Figma / alta prioridad de validación|Pendiente formalizar RN – Correo|3584:2555
M2|Mis Datos|M2-V20|Datos válidos actualizados|Usuario guarda datos que cumplen validaciones|Persistir cambios y reflejarlos en el perfil.|Figma / regla pendiente|Pendiente formalizar RN – actualización de datos|3395:4515
M2|Mis Datos|M2-V21|Datos inválidos|Usuario ingresa un valor inválido en campo editable|Impedir guardado y mostrar el error correspondiente.|Regla pendiente Producto/UX|Pendiente formalizar RN – validaciones de datos|3395:4515
M2|Mis Datos|M2-V22|Versiones de diseño con campos distintos|Existen iteraciones Figma con correo/RUT + 3 inputs frente a nombre/RUT + alias/correo|Definir cuál es la versión vigente y qué campos son editables o sólo lectura.|Diferencia de diseño / decisión PO|Pendiente decisión PO – campos y versiones de diseño|3584:2409
M2|Foto de perfil|M2-V23|Avatar por defecto / sin foto|Usuario no tiene foto personalizada|Mostrar avatar por defecto.|Figma solamente|Pendiente formalizar RN – Foto de perfil|3584:2508
M2|Foto de perfil|M2-V24|Abrir edición de foto|Usuario toca editar foto|Abrir modal Mi foto de perfil.|Figma solamente|Pendiente formalizar RN – Foto de perfil|3584:2602
M2|Foto de perfil|M2-V25|Modal sin imagen seleccionada|Modal abierto sin nueva imagen|Mostrar acción para seleccionar o cargar imagen, y ayuda.|Figma solamente|Pendiente formalizar RN – Foto de perfil|3584:2602
M2|Foto de perfil|M2-V26|Imagen seleccionada|Usuario selecciona una imagen|Mostrar vista previa antes de confirmar.|Figma solamente|Pendiente formalizar RN – Foto de perfil|3584:2621
M2|Foto de perfil|M2-V27|Reposicionar o ajustar imagen|Existe imagen en vista previa|Permitir ajustar o reubicar dentro del recorte mostrado.|Figma solamente|Pendiente formalizar RN – Foto de perfil|3584:2715
M2|Foto de perfil|M2-V28|Confirmar cambio|Usuario aprueba la nueva imagen|Guardar y mostrar la nueva foto en el perfil.|Figma / regla de persistencia pendiente|Pendiente formalizar RN – Foto de perfil|3584:2715
M2|Foto de perfil|M2-V29|Cancelar cambio|Usuario cancela el modal|Cerrar sin aplicar cambios.|Figma solamente|Pendiente formalizar RN – Foto de perfil|3584:2602
M2|Foto de perfil|M2-V30|Archivo inválido o error de carga|Formato, peso o archivo no aceptable|Mostrar error y permitir nueva selección; formatos y peso deben definirse.|Pendiente de definición Producto/Técnica|Pendiente formalizar RN – error de foto/archivo|3584:2602
M2|Seguridad / Biometría|M2-V31|Face ID disponible|El dispositivo soporta Face ID|Mostrar toggle o alternativa correspondiente.|Figma solamente / formalizar regla|Pendiente formalizar RN – Face ID|4232:5846
M2|Seguridad / Biometría|M2-V32|Huella disponible|El dispositivo soporta huella|Mostrar toggle o alternativa correspondiente.|Figma solamente / formalizar regla|Pendiente formalizar RN – Huella|4232:5853
M2|Seguridad / Biometría|M2-V33|Activar biometría|La preferencia está desactivada y el usuario activa el toggle|Solicitar autenticación según mecanismo del SO y persistir si es exitosa.|Figma / regla pendiente|Pendiente formalizar RN – activar biometría|3395:4515
M2|Seguridad / Biometría|M2-V34|Desactivar biometría|La preferencia está activada y el usuario desactiva el toggle|Deshabilitar uso biométrico para los siguientes accesos.|Figma / regla pendiente|Pendiente formalizar RN – desactivar biometría|3395:4515
M2|Seguridad / Biometría|M2-V35|Dispositivo no compatible|No existe Face ID ni huella compatible|Definir si se oculta, se deshabilita o se explica la opción.|Pendiente Producto/Técnica|Pendiente formalizar RN – dispositivo incompatible|3395:4515
M2|Seguridad / Biometría|M2-V36|Permiso biométrico rechazado|El SO o el usuario niega la autorización|Definir mensaje, fallback y estado del toggle.|Pendiente Producto/Técnica|Pendiente formalizar RN – permiso biométrico|3395:4515
M2|Actualizar contraseña|M2-V37|Estado inicial|Usuario ingresa a Actualizar contraseña|Mostrar contraseña actual, nueva, confirmación y CTA según habilitación.|Figma solamente / formalizar regla|Pendiente formalizar RN – cambio de contraseña|3395:4885
M2|Actualizar contraseña|M2-V38|Contraseña actual incorrecta|La credencial actual no valida|Mostrar Contraseña incorrecta; mantener campos y CTA no habilitados según diseño.|Confirmado Figma|Pendiente formalizar RN – contraseña actual incorrecta|3980:3922
M2|Actualizar contraseña|M2-V39|Nueva contraseña no cumple requisitos|Alguna regla mínima no se cumple|Mostrar checklist de requisitos y no habilitar la actualización.|Confirmado Figma / formalizar como regla|Pendiente formalizar RN – requisitos contraseña|3980:3563
M2|Actualizar contraseña|M2-V40|Nueva contraseña cumple requisitos|Se cumplen 8 caracteres, mayúscula y número|Habilitar confirmación y continuar validación.|Confirmado Figma|Pendiente formalizar RN – requisitos contraseña|3980:3665
M2|Actualizar contraseña|M2-V41|Confirmación no coincide|Nueva contraseña y confirmación difieren|Mostrar Contraseña no coincide; botón Actualizar deshabilitado.|Confirmado Figma|Pendiente formalizar RN – confirmación contraseña|3980:3665
M2|Actualizar contraseña|M2-V42|Formulario válido|Contraseña actual válida, nueva cumple reglas y confirmación coincide|Habilitar botón Actualizar.|Confirmado Figma|Pendiente formalizar RN – formulario contraseña|3980:4017
M2|Actualizar contraseña|M2-V43|Actualización exitosa|El backend acepta el cambio|Mostrar mensaje Tu contraseña ha sido actualizada con éxito.|Confirmado Figma|Pendiente formalizar RN – actualización exitosa|3980:4245
M2|Actualizar contraseña|M2-V44|Reglas no visibles en Figma|Cambio a la misma contraseña, límite de intentos, cierre de sesiones, notificación de seguridad|Definir comportamiento antes del cierre de alcance y QA.|Brecha funcional / Pendiente Producto-Seguridad|Pendiente formalizar RN – intentos y sesiones|3395:4885
M2|Foco del Mes|M2-V45|Bajar deuda|Usuario selecciona objetivo|Foco activo Bajar deuda; CTA normal Ver Ruta Despeje o Revisar deudas salvo señal crítica superior.|Confirmado Doc + Figma|RB-FM-001 / 003 / 006|3993:5128
M2|Foco del Mes|M2-V46|Ahorrar un monto|Usuario selecciona objetivo|Foco activo; CTA normal Crear meta de ahorro si no hay señal crítica.|Confirmado Doc + Figma|RB-FM-001 / 003 / 006|3993:5128
M2|Foco del Mes|M2-V47|Aumentar margen|Usuario selecciona objetivo|Foco activo; CTA normal Revisar recurrentes si no hay señal crítica.|Confirmado Doc + Figma|RB-FM-001 / 003 / 006|3993:5128
M2|Foco del Mes|M2-V48|Evitar atrasos|Usuario selecciona objetivo|Foco activo; CTA normal Revisar pagos próximos.|Confirmado Doc + Figma|RB-FM-001 / 003 / 006|3993:5128
M2|Foco del Mes|M2-V49|Cumplir presupuesto|Usuario selecciona objetivo|Foco activo; CTA normal Revisar presupuesto si no hay señal crítica.|Confirmado Doc + Figma|RB-FM-001 / 003 / 006|3993:5128
M2|Foco del Mes|M2-V50|Ordenar compromisos|Usuario selecciona objetivo|Foco activo; CTA normal Revisar compromisos.|Confirmado Doc + Figma|RB-FM-001 / 003 / 006|3993:5128
M2|Foco del Mes|M2-V51|Foco ya vigente|Usuario vuelve a Mi foco del mes con un foco activo|Mostrar foco activo, contexto y acción principal.|Confirmado Doc + Figma|RB-FM-003 / 006|3993:5304
M2|Foco del Mes|M2-V52|Cambiar foco|Usuario modifica el foco activo|Permitir el cambio; advertir si existe una señal crítica más prioritaria.|Documentado + Figma de selección|RB-FM-010|3993:5216
M2|Foco del Mes|M2-V53|Sin foco declarado / foco sugerido|No hay foco activo|Walvy puede sugerir uno según el Perfil Financiero; la señal crítica prevalece.|Documento / comportamiento UI a validar|RB-FM-004 / 008|3993:5128
M2|Salud de Deuda|M2-V54|Sana|Base suficiente y deuda manejable o sin deudas visibles confirmadas|Mostrar estado Sana y copy prudente; no dominar el CTA si otra acción aporta más valor.|Documento; nombre visual Figma a validar|RSD-002 · PF-SD-001|6745:6016
M2|Salud de Deuda|M2-V55|Requiere atención|Deuda manejable pero que reduce holgura o se acerca a límites|Mostrar explicación y CTA Revisar deudas.|Doc + Figma conceptual|RSD-003 · PF-SD-001|6745:6016
M2|Salud de Deuda|M2-V56|Presionada|Mora, recargo, pago mínimo recurrente o presión atribuible a deuda|Puede dominar el CTA con Ver Ruta Despeje cuando sea la señal más relevante y exista base suficiente.|Documento; representación Figma incompleta|RSD-004 · PF-SD-001|6745:6016
M2|Salud de Deuda|M2-V57|Sin datos suficientes|No existe base suficiente para evaluar deuda o ingreso|No afirmar ausencia de deuda; CTA completar o mejorar precisión.|Confirmado Doc + Figma|RSD-001 · PF-SD-002|4340:10526
M2|Salud de Deuda|M2-V58|Diferencia de nomenclatura Figma vs documento|Figma muestra En control y Lectura parcial; el documento define Sana, Requiere atención, Presionada y Sin datos|Definir nomenclatura final y dueño de la regla antes de QA y cierre.|Contradicción / alta prioridad PO|RSD-001 / 002 / 003 / 004 · Pendiente decisión PO|6745:6016
M2|Ruta Despeje|M2-V59|Aún no disponible|Datos insuficientes para activar la Ruta|No simular plan; orientar a completar información.|Doc + Figma|PF-SD-005 · M2-RN-007|6745:6016
M2|Ruta Despeje|M2-V60|Por definir / Datos por confirmar|Existe base parcial o deuda pendiente|Mostrar estado limitado o pendiente y mejorar precisión o confirmar.|Doc + Figma conceptual|PF-SD-003 / 005 · RSD-005|6745:6016
M2|Ruta Despeje|M2-V61|Revisión sugerida|La salud requiere atención o hay señal de deuda relevante|Mostrar CTA local Revisar deudas, salvo prioridad superior.|Doc + Figma conceptual|RSD-003 · PF-SD-005|6745:6016
M2|Ruta Despeje|M2-V62|En marcha|Existe Ruta activa con datos suficientes|Mostrar acceso o resumen contextual; el Perfil no debe ejecutar el plan completo.|Doc + Figma conceptual|PF-SD-005|6745:6016
M2|Ruta Despeje|M2-V63|Estados finales propiedad de M4|El diseño de M2 consume Salud y Ruta|Confirmar contrato y nombres finales desde M4; M2 no debe inventar estados propios.|Dependencia M4 / decisión PO|PF-SD-005 · Pendiente validación con M4|6745:6016
M2|CTA / Próxima acción|M2-V64|Señal crítica prevalece|Hay deuda presionada, mora, vencimiento crítico, disponible negativo o dato crítico faltante|Mostrar el CTA que reduce el mayor riesgo inmediato.|Regla documental|RB-FM-002 / 005 · M2-RN-006|6745:6016
M2|CTA / Próxima acción|M2-V65|Foco declarado prioriza CTA|No hay señal crítica y existe foco activo|Mostrar CTA alineado al foco.|Regla documental + Figma|RB-FM-001 / 003 · M2-RN-006|6745:6016
M2|CTA / Próxima acción|M2-V66|Foco sugerido por Walvy|No hay foco declarado o no se sostiene con datos|Sugerir foco y CTA según indicadores.|Documento / UI a validar|RB-FM-004 · M2-RN-006|6745:6016
M2|CTA / Próxima acción|M2-V67|Catálogo Figma marcado como pendiente|La nota de Figma indica catálogo y priorización desde M4/M5/M6 pendiente|Resolver si la nota de Figma quedó desactualizada frente al documento posterior de priorización CTA.|Diferencia documental / decisión PO|RB-FM-001 / 007|6745:6016
M2|Suscripción|M2-V68|Período inicial|Usuario está en período inicial|Mostrar Tus primeros 30 días según diseño.|Figma solamente / formalizar regla|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V69|Período activo – días restantes|Suscripción o prueba activa|Mostrar días restantes.|Figma solamente|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V70|Quedan 5 días|La cuenta regresiva llega a 5 días|Cambiar barra o estado visual a amarillo según Figma.|Figma solamente / validar umbral|Pendiente formalizar RN – Suscripción|6757:6017
